1;JANDARK 5 MG 56 FILM KAPLI TABLET;L04AA29;tofacitinib;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
5638;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 1000 ML PVC SETSIZ;B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5639;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 150 ML PVC SETLI;B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5640;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 150 ML PVC SETSIZ;B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5641;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 250 ML PVC TORBA (SETLI);B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5642;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 250 ML PVC TORBA (SETSIZ);B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5643;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 500 ML PVC SETLI;B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5644;POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 500 ML PVC SETSIZ;B05BC01;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5645;POLIFLEKS %30 DEKSTROZ 100 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5646;POLIFLEKS %30 DEKSTROZ 100 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5647;POLIFLEKS %30 DEKSTROZ 1000 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5648;POLIFLEKS %30 DEKSTROZ 1000 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5649;POLIFLEKS %30 DEKSTROZ 150 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5650;POLIFLEKS %30 DEKSTROZ 150 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5651;POLIFLEKS %30 DEKSTROZ 250 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5652;POLIFLEKS %30 DEKSTROZ 250 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5653;POLIFLEKS %30 DEKSTROZ 500 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5654;POLIFLEKS %30 DEKSTROZ 500 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5655;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 100 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5656;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 100 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5657;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 1000 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5658;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 1000 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5659;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 150 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5660;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 150 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5661;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 250 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5662;POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 250 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5663;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYON 500 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5664;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYON 500 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5665;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 1000 CC PVC SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5666;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 250 CC PVC SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5667;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 1000 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5668;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 1000 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5669;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 250 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5670;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 250 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5671;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 500 ML SETLI PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5672;POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 500 ML SETSIZ PVC TORBA;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5673;POLIFLEKS %5 DEKSTROZ %0,9 NaCl SOLUSYONU 1000 ML PVC SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5674;POLIFLEKS %5 DEKSTROZ %0.9 NACl SOLUSYONU PVC 250 ML SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5675;POLIFLEKS %5 DEKSTROZ %0.9 NACl SOLUSYONU PVC 250 ML SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5676;POLIFLEKS %5 DEKSTROZ 100 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5677;POLIFLEKS %5 DEKSTROZ 100 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5678;POLIFLEKS %5 DEKSTROZ 1000 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5679;POLIFLEKS %5 DEKSTROZ 1000 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5680;POLIFLEKS %5 DEKSTROZ 150 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5681;POLIFLEKS %5 DEKSTROZ 150 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5682;POLIFLEKS %5 DEKSTROZ 250 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5683;POLIFLEKS %5 DEKSTROZ 250 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5684;POLIFLEKS %5 DEKSTROZ 500 ML SOL. SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5685;POLIFLEKS %5 DEKSTROZ 500 ML SOL. SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5686;POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 100 ML (SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5687;POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 1000 ML (SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5688;POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 150 ML (SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5689;POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 500 ML (SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5690;POLIFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU 50 ML (SETLI);B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5691;POLIFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU 50 ML (SETSIZ);B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5692;POLIFLEKS %5 DEKSTROZ-%0,2 SODYUM KLORUR 500 ML SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5693;POLIFLEKS %5 DEKSTROZ-%0,2 SODYUM KLORUR 500 ML SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5694;POLIFLEKS %5 MANNITOL UROLOJIK IRRIGASYON COZELTISI 3000 ML SETLI;B05CX04;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5695;POLIFLEKS %5 MANNITOL UROLOJIK IRRIGASYON COZELTISI 3000 ML SETSIZ;B05CX04;mannitol;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5696;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 100 ML(PVC TORBA)SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5697;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 100 ML(PVC TORBA)SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5698;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 1000 ML(PVC TORBA)SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5699;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 1000 ML(PVC TORBA)SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5700;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 150 ML(PVC TORBA)SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5701;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 150 ML(PVC TORBA)SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5702;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 250 ML(PVC TORBA)SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5703;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 250 ML(PVC TORBA)SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5704;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 500 ML(PVC TORBA)SETLI;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5705;POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 500 ML(PVC TORBA)SETSIZ;B05BA03;carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5706;POLIFLEKS %5DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 1000 CC PVC SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5707;POLIFLEKS %5DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 250 CC PVC SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5708;POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 100 ML SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5709;POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 100 ML SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5710;POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 150 ML SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5711;POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 150 ML SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5712;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 1000 ML SETLI PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5713;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 1000 ML SETSIZ PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5714;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 250 ML SETLI PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5715;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 250 ML SETSIZ PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5716;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 500 ML SETLI PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5717;POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 500 ML SETSIZ PVC;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5718;POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 1000 ML PVC SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5719;POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 500 ML PVC SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5720;POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 500 ML PVC SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5721;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 100 ML SETLI(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5722;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 100 ML SETSIZ(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5723;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 1000 ML SETLI(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5724;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 1000 ML SETSIZ(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5725;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 150 ML SETLI(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5726;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 150 ML SETSIZ(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5727;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 250 ML SETLI(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5728;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 250 ML SETSIZ(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5729;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 500 ML SETLI(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5730;POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 500 ML SETSIZ(PVC);B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5731;POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 1000 ML PVC SETLI;B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5732;POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 1000 ML PVC SETSIZ;B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5733;POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 500 ML PVC SETLI;B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5734;POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 500 ML PVC SETSIZ;B05AA05;dextran;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5735;POLIFLEKS IZOLEN DEN.ELEK. 1000 ML SOL. SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5736;POLIFLEKS IZOLEN DEN.ELEK. 1000 ML SOL.SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5737;POLIFLEKS IZOLEN DEN.ELEK.500 ML SOL. SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5738;POLIFLEKS IZOLEN DEN.ELEK.500 ML SOL. SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5739;POLIFLEKS IZOLEN-M %5 DEKSTROZLU 1000 ML PVC SOLUSYON(SETLI);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5740;POLIFLEKS IZOLEN-M %5 DEKSTROZLU 1000 ML PVC SOLUSYON(SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5741;POLIFLEKS IZOLEN-M %5 DEKSTROZLU 250 ML PVC SOLUSYON(SETLI);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5742;POLIFLEKS IZOLEN-M %5 DEKSTROZLU 250 ML PVC SOLUSYON(SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5743;POLIFLEKS IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC PVC SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5744;POLIFLEKS IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC PVC SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5745;POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 250 ML PVC TORBA SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5746;POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 250 ML PVC TORBA SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5747;POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 500 ML PVC TORBA SETLI;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5748;POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 500 ML PVC TORBA SETSIZ;B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5749;POLIFLEKS IZOLEN-P %5 DEKSTROZLU ELEKTROLIT SOLUSYON 1000 ML (SETLI);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5750;POLIFLEKS IZOLEN-P %5 DEKSTROZLU ELEKTROLIT SOLUSYON 1000 ML (SETSIZ);B05BB02;electrolytes with carbohydrates;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5751;POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 1000 ML SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5752;POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 1000 ML SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5753;POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 500 ML SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5754;POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 500 ML SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5755;POLIFLEKS LAKTATLI RINGER SOL. 1000 CC SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5756;POLIFLEKS LAKTATLI RINGER SOL. 1000 CC SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5757;POLIFLEKS LAKTATLI RINGER SOLUSYONU 100 ML (PVC TORBA) SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5758;POLIFLEKS LAKTATLI RINGER SOLUSYONU 100 ML (PVC TORBA) SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5759;POLIFLEKS LAKTATLI RINGER SOLUSYONU 150 ML (PVC TORBA) SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5760;POLIFLEKS LAKTATLI RINGER SOLUSYONU 150 ML (PVC TORBA) SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5761;POLIFLEKS LAKTATLI RINGER SOLUSYONU 2000 ML (SETLI);B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5762;POLIFLEKS LAKTATLI RINGER SOLUSYONU 2000 ML (SETSIZ);B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5763;POLIFLEKS LAKTATLI RINGER SOLUSYONU 250 ML PVC TORBA SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5764;POLIFLEKS LAKTATLI RINGER SOLUSYONU 250 ML PVC TORBA SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5765;POLIFLEKS LAKTATLI RINGER SOLUSYONU 500 ML (PVC TORBA) SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5766;POLIFLEKS LAKTATLI RINGER SOLUSYONU 500 ML (PVC TORBA) SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5767;POLIFLEKS RINGER SOLUSYONU 1000 ML (PVC) SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5768;POLIFLEKS RINGER SOLUSYONU 1000 ML (PVC) SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5769;POLIFLEKS RINGER SOLUSYONU 500 ML (PVC) SETLI;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5770;POLIFLEKS RINGER SOLUSYONU 500 ML (PVC) SETSIZ;B05XA30;combinations of electrolytes;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5771;POLIMISIN 10.000 IU/30 MG DERI MERHEMI, (14,2 G);D06AA03;oxytetracycline;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
5772;POLIMISIN 10.000 IU/G+5MG/G GOZ MERHEMI (3,5 G);S01AA30;combinations of different antibiotics;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
5773;POLIPARIN 25000 IU/5 ML IV/SC ENJEKSIYON VE INFUZYON ICIN COZELTI ICEREN 1 FLAKON;B01AB01;heparin;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
5774;POLIVIT 100 ML SURUP;A11BA;Multivitamins, plain;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
5775;POLIX 500.000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ ICEREN 1 FLAKON;J01XB02;polymyxin B;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
5776;POLTEOFILIN 200 IV INF. ICIN ENJEKTABL COZELTI 100 ML SETLI;R03DA04;theophylline;POLIFARMA ILAÇ SAN. VE TIC. A.S.;Normal
